origen_turistas,Isla,year,month,Num_turistas
Francia,Menorca,2011,12,
Italia,Menorca,2011,12,
Reino Unido,Menorca,2011,12,1064.0
Alemania,Menorca,2011,12,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2011,12,
Países nórdicos,Menorca,2011,12,
ESPAÑA,Menorca,2011,11,14710.0
Francia,Menorca,2011,11,324.0
Italia,Menorca,2011,11,350.0
Reino Unido,Menorca,2011,11,
Alemania,Menorca,2011,11,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2011,11,
Países nórdicos,Menorca,2011,11,
ESPAÑA,Menorca,2011,10,19767.0
Francia,Menorca,2011,10,1190.0
Italia,Menorca,2011,10,1517.0
Reino Unido,Menorca,2011,10,25005.0
Alemania,Menorca,2011,10,6748.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2011,10,814.0
Países nórdicos,Menorca,2011,10,
ESPAÑA,Menorca,2011,9,50381.0
Francia,Menorca,2011,9,1188.0
Italia,Menorca,2011,9,15641.0
Reino Unido,Menorca,2011,9,68037.0
Alemania,Menorca,2011,9,13757.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2011,9,3576.0
Países nórdicos,Menorca,2011,9,825.0
ESPAÑA,Menorca,2011,8,127598.0
Francia,Menorca,2011,8,3188.0
Italia,Menorca,2011,8,30819.0
Reino Unido,Menorca,2011,8,81676.0
Alemania,Menorca,2011,8,12936.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2011,8,5940.0
Países nórdicos,Menorca,2011,8,1286.0
ESPAÑA,Menorca,2011,7,106004.0
Francia,Menorca,2011,7,2550.0
Italia,Menorca,2011,7,30613.0
Reino Unido,Menorca,2011,7,86198.0
Alemania,Menorca,2011,7,10910.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2011,7,8518.0
Países nórdicos,Menorca,2011,7,2195.0
ESPAÑA,Menorca,2011,6,54293.0
Francia,Menorca,2011,6,1376.0
Italia,Menorca,2011,6,22958.0
Reino Unido,Menorca,2011,6,64891.0
Alemania,Menorca,2011,6,12001.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2011,6,4149.0
Países nórdicos,Menorca,2011,6,1342.0
ESPAÑA,Menorca,2011,5,23845.0
Francia,Menorca,2011,5,1554.0
Italia,Menorca,2011,5,8985.0
Reino Unido,Menorca,2011,5,56271.0
Alemania,Menorca,2011,5,11802.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2011,5,3157.0
Países nórdicos,Menorca,2011,5,386.0
ESPAÑA,Menorca,2011,4,27257.0
Francia,Menorca,2011,4,
Italia,Menorca,2011,4,2976.0
Reino Unido,Menorca,2011,4,5735.0
Alemania,Menorca,2011,4,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2011,4,277.0
Países nórdicos,Menorca,2011,4,
ESPAÑA,Menorca,2011,3,19969.0
Francia,Menorca,2011,3,207.0
Italia,Menorca,2011,3,953.0
Reino Unido,Menorca,2011,3,1043.0
Alemania,Menorca,2011,3,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2011,3,
Países nórdicos,Menorca,2011,3,
ESPAÑA,Menorca,2011,2,6351.0
Francia,Menorca,2011,2,
Italia,Menorca,2011,2,529.0
Reino Unido,Menorca,2011,2,556.0
Alemania,Menorca,2011,2,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2011,2,
Países nórdicos,Menorca,2011,2,
ESPAÑA,Menorca,2011,1,9273.0
Francia,Menorca,2011,1,
Italia,Menorca,2011,1,393.0
Reino Unido,Menorca,2011,1,871.0
Alemania,Menorca,2011,1,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2011,1,
Países nórdicos,Menorca,2011,1,
ESPAÑA,Menorca,2010,12,10737.0
Francia,Menorca,2010,12,
Italia,Menorca,2010,12,466.0
Reino Unido,Menorca,2010,12,420.0
Alemania,Menorca,2010,12,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2010,12,
Países nórdicos,Menorca,2010,12,
ESPAÑA,Menorca,2010,11,16820.0
Francia,Menorca,2010,11,607.0
Italia,Menorca,2010,11,787.0
Reino Unido,Menorca,2010,11,596.0
Alemania,Menorca,2010,11,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2010,11,
Países nórdicos,Menorca,2010,11,
ESPAÑA,Menorca,2010,10,23704.0
Francia,Menorca,2010,10,593.0
Italia,Menorca,2010,10,3431.0
Reino Unido,Menorca,2010,10,31985.0
Alemania,Menorca,2010,10,5417.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2010,10,827.0
Países nórdicos,Menorca,2010,10,
ESPAÑA,Menorca,2010,9,55555.0
Francia,Menorca,2010,9,1114.0
Italia,Menorca,2010,9,17937.0
Reino Unido,Menorca,2010,9,65187.0
Alemania,Menorca,2010,9,9743.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2010,9,3806.0
Países nórdicos,Menorca,2010,9,843.0
ESPAÑA,Menorca,2010,8,136302.0
Francia,Menorca,2010,8,1496.0
Italia,Menorca,2010,8,28057.0
Reino Unido,Menorca,2010,8,83603.0
Alemania,Menorca,2010,8,12679.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2010,8,6111.0
Países nórdicos,Menorca,2010,8,992.0
ESPAÑA,Menorca,2010,7,110699.0
Francia,Menorca,2010,7,837.0
Italia,Menorca,2010,7,20867.0
Reino Unido,Menorca,2010,7,84039.0
Alemania,Menorca,2010,7,11606.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2010,7,7399.0
Países nórdicos,Menorca,2010,7,1242.0
ESPAÑA,Menorca,2010,6,55860.0
Francia,Menorca,2010,6,
Italia,Menorca,2010,6,15320.0
Reino Unido,Menorca,2010,6,68459.0
Alemania,Menorca,2010,6,10475.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2010,6,3929.0
Países nórdicos,Menorca,2010,6,
ESPAÑA,Ibiza_Formentera,2021,12,16220.0
Francia,Ibiza_Formentera,2021,12,278.0
Italia,Ibiza_Formentera,2021,12,
Reino Unido,Ibiza_Formentera,2021,12,1184.0
Alemania,Ibiza_Formentera,2021,12,2225.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2021,12,3914.0
Países nórdicos,Ibiza_Formentera,2021,12,
ESPAÑA,Ibiza_Formentera,2021,11,13896.0
Francia,Ibiza_Formentera,2021,11,3479.0
Italia,Ibiza_Formentera,2021,11,481.0
Reino Unido,Ibiza_Formentera,2021,11,1121.0
Alemania,Ibiza_Formentera,2021,11,1763.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2021,11,4018.0
Países nórdicos,Ibiza_Formentera,2021,11,
ESPAÑA,Ibiza_Formentera,2021,10,41378.0
Francia,Ibiza_Formentera,2021,10,15941.0
Italia,Ibiza_Formentera,2021,10,16007.0
Reino Unido,Ibiza_Formentera,2021,10,40668.0
Alemania,Ibiza_Formentera,2021,10,30744.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2021,10,48064.0
Países nórdicos,Ibiza_Formentera,2021,10,
ESPAÑA,Ibiza_Formentera,2021,9,106489.0
Francia,Ibiza_Formentera,2021,9,17061.0
Italia,Ibiza_Formentera,2021,9,36462.0
Reino Unido,Ibiza_Formentera,2021,9,64404.0
Alemania,Ibiza_Formentera,2021,9,38647.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2021,9,62959.0
Países nórdicos,Ibiza_Formentera,2021,9,
ESPAÑA,Ibiza_Formentera,2021,8,182413.0
Francia,Ibiza_Formentera,2021,8,39690.0
Italia,Ibiza_Formentera,2021,8,50967.0
Reino Unido,Ibiza_Formentera,2021,8,63147.0
Alemania,Ibiza_Formentera,2021,8,30602.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2021,8,60806.0
Países nórdicos,Ibiza_Formentera,2021,8,
ESPAÑA,Ibiza_Formentera,2021,7,173588.0
Francia,Ibiza_Formentera,2021,7,29113.0
Italia,Ibiza_Formentera,2021,7,46142.0
Reino Unido,Ibiza_Formentera,2021,7,75336.0
Alemania,Ibiza_Formentera,2021,7,32258.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2021,7,54698.0
Países nórdicos,Ibiza_Formentera,2021,7,1789.0
ESPAÑA,Ibiza_Formentera,2021,6,78311.0
Francia,Ibiza_Formentera,2021,6,14852.0
Italia,Ibiza_Formentera,2021,6,25591.0
Reino Unido,Ibiza_Formentera,2021,6,9144.0
Alemania,Ibiza_Formentera,2021,6,28438.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2021,6,42463.0
Países nórdicos,Ibiza_Formentera,2021,6,
ESPAÑA,Ibiza_Formentera,2021,5,19933.0
Francia,Ibiza_Formentera,2021,5,9573.0
Italia,Ibiza_Formentera,2021,5,6530.0
Reino Unido,Ibiza_Formentera,2021,5,2814.0
Alemania,Ibiza_Formentera,2021,5,19818.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2021,5,18292.0
Países nórdicos,Ibiza_Formentera,2021,5,
ESPAÑA,Ibiza_Formentera,2021,4,7469.0
Francia,Ibiza_Formentera,2021,4,1717.0
Italia,Ibiza_Formentera,2021,4,
Reino Unido,Ibiza_Formentera,2021,4,
Alemania,Ibiza_Formentera,2021,4,3044.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2021,4,3139.0
Países nórdicos,Ibiza_Formentera,2021,4,
ESPAÑA,Ibiza_Formentera,2021,3,2748.0
Francia,Ibiza_Formentera,2021,3,118.0
Italia,Ibiza_Formentera,2021,3,
Reino Unido,Ibiza_Formentera,2021,3,
Alemania,Ibiza_Formentera,2021,3,1182.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2021,3,653.0
Países nórdicos,Ibiza_Formentera,2021,3,
ESPAÑA,Ibiza_Formentera,2021,2,2386.0
Francia,Ibiza_Formentera,2021,2,
Italia,Ibiza_Formentera,2021,2,
Reino Unido,Ibiza_Formentera,2021,2,
Alemania,Ibiza_Formentera,2021,2,
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2021,2,409.0
Países nórdicos,Ibiza_Formentera,2021,2,
ESPAÑA,Ibiza_Formentera,2021,1,4501.0
Francia,Ibiza_Formentera,2021,1,
Italia,Ibiza_Formentera,2021,1,
Reino Unido,Ibiza_Formentera,2021,1,219.0
Alemania,Ibiza_Formentera,2021,1,297.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2021,1,616.0
Países nórdicos,Ibiza_Formentera,2021,1,
ESPAÑA,Ibiza_Formentera,2020,12,3816.0
Francia,Ibiza_Formentera,2020,12,349.0
Italia,Ibiza_Formentera,2020,12,203.0
Reino Unido,Ibiza_Formentera,2020,12,147.0
Alemania,Ibiza_Formentera,2020,12,455.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2020,12,1154.0
Países nórdicos,Ibiza_Formentera,2020,12,
ESPAÑA,Ibiza_Formentera,2020,11,6337.0
Francia,Ibiza_Formentera,2020,11,337.0
Italia,Ibiza_Formentera,2020,11,109.0
Reino Unido,Ibiza_Formentera,2020,11,243.0
Alemania,Ibiza_Formentera,2020,11,
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2020,11,594.0
Países nórdicos,Ibiza_Formentera,2020,11,
ESPAÑA,Ibiza_Formentera,2020,10,17181.0
Francia,Ibiza_Formentera,2020,10,5937.0
Italia,Ibiza_Formentera,2020,10,1918.0
Reino Unido,Ibiza_Formentera,2020,10,2046.0
Alemania,Ibiza_Formentera,2020,10,2073.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2020,10,5354.0
Países nórdicos,Ibiza_Formentera,2020,10,
ESPAÑA,Ibiza_Formentera,2020,9,43365.0
Francia,Ibiza_Formentera,2020,9,4493.0
Italia,Ibiza_Formentera,2020,9,8679.0
Reino Unido,Ibiza_Formentera,2020,9,7241.0
Alemania,Ibiza_Formentera,2020,9,3852.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2020,9,4340.0
Países nórdicos,Ibiza_Formentera,2020,9,
ESPAÑA,Ibiza_Formentera,2020,8,112499.0
Francia,Ibiza_Formentera,2020,8,19429.0
Italia,Ibiza_Formentera,2020,8,29371.0
Reino Unido,Ibiza_Formentera,2020,8,16047.0
Alemania,Ibiza_Formentera,2020,8,13752.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2020,8,19691.0
Países nórdicos,Ibiza_Formentera,2020,8,
ESPAÑA,Ibiza_Formentera,2020,7,66954.0
Francia,Ibiza_Formentera,2020,7,13327.0
Italia,Ibiza_Formentera,2020,7,19117.0
Reino Unido,Ibiza_Formentera,2020,7,26882.0
Alemania,Ibiza_Formentera,2020,7,19795.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2020,7,26019.0
Países nórdicos,Ibiza_Formentera,2020,7,
ESPAÑA,Ibiza_Formentera,2020,6,15942.0
Francia,Ibiza_Formentera,2020,6,635.0
Italia,Ibiza_Formentera,2020,6,1545.0
Reino Unido,Ibiza_Formentera,2020,6,
Alemania,Ibiza_Formentera,2020,6,1022.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2020,6,1219.0
Países nórdicos,Ibiza_Formentera,2020,6,
ESPAÑA,Ibiza_Formentera,2020,5,0.0
Francia,Ibiza_Formentera,2020,5,0.0
Italia,Ibiza_Formentera,2020,5,0.0
Reino Unido,Ibiza_Formentera,2020,5,0.0
Alemania,Ibiza_Formentera,2020,5,0.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2020,5,0.0
Países nórdicos,Ibiza_Formentera,2020,5,0.0
ESPAÑA,Ibiza_Formentera,2020,4,0.0
Francia,Ibiza_Formentera,2020,4,0.0
Italia,Ibiza_Formentera,2020,4,0.0
Reino Unido,Ibiza_Formentera,2020,4,0.0
Alemania,Ibiza_Formentera,2020,4,0.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2020,4,0.0
Países nórdicos,Ibiza_Formentera,2020,4,0.0
ESPAÑA,Ibiza_Formentera,2020,3,12683.0
Francia,Ibiza_Formentera,2020,3,1353.0
Italia,Ibiza_Formentera,2020,3,
Reino Unido,Ibiza_Formentera,2020,3,563.0
Alemania,Ibiza_Formentera,2020,3,971.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2020,3,1450.0
Países nórdicos,Ibiza_Formentera,2020,3,
ESPAÑA,Ibiza_Formentera,2020,2,23853.0
Francia,Ibiza_Formentera,2020,2,
Italia,Ibiza_Formentera,2020,2,
Reino Unido,Ibiza_Formentera,2020,2,1192.0
Alemania,Ibiza_Formentera,2020,2,1564.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2020,2,2132.0
Países nórdicos,Ibiza_Formentera,2020,2,
ESPAÑA,Ibiza_Formentera,2020,1,16461.0
Francia,Ibiza_Formentera,2020,1,262.0
Italia,Ibiza_Formentera,2020,1,
Reino Unido,Ibiza_Formentera,2020,1,442.0
Alemania,Ibiza_Formentera,2020,1,800.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2020,1,1872.0
Países nórdicos,Ibiza_Formentera,2020,1,
ESPAÑA,Ibiza_Formentera,2019,12,21439.0
Francia,Ibiza_Formentera,2019,12,726.0
Italia,Ibiza_Formentera,2019,12,1478.0
Reino Unido,Ibiza_Formentera,2019,12,1439.0
Alemania,Ibiza_Formentera,2019,12,973.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2019,12,1620.0
Países nórdicos,Ibiza_Formentera,2019,12,
ESPAÑA,Ibiza_Formentera,2019,11,20004.0
Francia,Ibiza_Formentera,2019,11,2372.0
Italia,Ibiza_Formentera,2019,11,1677.0
Reino Unido,Ibiza_Formentera,2019,11,586.0
Alemania,Ibiza_Formentera,2019,11,2131.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2019,11,2292.0
Países nórdicos,Ibiza_Formentera,2019,11,
ESPAÑA,Ibiza_Formentera,2019,10,37971.0
Francia,Ibiza_Formentera,2019,10,14514.0
Italia,Ibiza_Formentera,2019,10,21028.0
Reino Unido,Ibiza_Formentera,2019,10,72400.0
Alemania,Ibiza_Formentera,2019,10,34117.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2019,10,27567.0
Países nórdicos,Ibiza_Formentera,2019,10,3037.0
ESPAÑA,Ibiza_Formentera,2019,9,72164.0
Francia,Ibiza_Formentera,2019,9,20047.0
Italia,Ibiza_Formentera,2019,9,62490.0
Reino Unido,Ibiza_Formentera,2019,9,147164.0
Alemania,Ibiza_Formentera,2019,9,37756.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2019,9,48600.0
Países nórdicos,Ibiza_Formentera,2019,9,2481.0
ESPAÑA,Ibiza_Formentera,2019,8,111292.0
Francia,Ibiza_Formentera,2019,8,25896.0
Italia,Ibiza_Formentera,2019,8,91762.0
Reino Unido,Ibiza_Formentera,2019,8,162214.0
Alemania,Ibiza_Formentera,2019,8,45246.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2019,8,39652.0
Países nórdicos,Ibiza_Formentera,2019,8,4107.0
ESPAÑA,Ibiza_Formentera,2019,7,101371.0
Francia,Ibiza_Formentera,2019,7,31386.0
Italia,Ibiza_Formentera,2019,7,96455.0
Reino Unido,Ibiza_Formentera,2019,7,143427.0
Alemania,Ibiza_Formentera,2019,7,46017.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2019,7,60599.0
Países nórdicos,Ibiza_Formentera,2019,7,7781.0
ESPAÑA,Ibiza_Formentera,2019,6,78392.0
Francia,Ibiza_Formentera,2019,6,25691.0
Italia,Ibiza_Formentera,2019,6,60734.0
Reino Unido,Ibiza_Formentera,2019,6,146903.0
Alemania,Ibiza_Formentera,2019,6,47556.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2019,6,65394.0
Países nórdicos,Ibiza_Formentera,2019,6,4877.0
ESPAÑA,Ibiza_Formentera,2019,5,53378.0
Francia,Ibiza_Formentera,2019,5,17287.0
Italia,Ibiza_Formentera,2019,5,37888.0
Reino Unido,Ibiza_Formentera,2019,5,118664.0
Alemania,Ibiza_Formentera,2019,5,42228.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2019,5,51808.0
Países nórdicos,Ibiza_Formentera,2019,5,
ESPAÑA,Ibiza_Formentera,2019,4,46671.0
Francia,Ibiza_Formentera,2019,4,9922.0
Italia,Ibiza_Formentera,2019,4,25375.0
Reino Unido,Ibiza_Formentera,2019,4,23937.0
Alemania,Ibiza_Formentera,2019,4,21342.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2019,4,34622.0
Países nórdicos,Ibiza_Formentera,2019,4,
ESPAÑA,Ibiza_Formentera,2019,3,40030.0
Francia,Ibiza_Formentera,2019,3,1657.0
Italia,Ibiza_Formentera,2019,3,
Reino Unido,Ibiza_Formentera,2019,3,2437.0
Alemania,Ibiza_Formentera,2019,3,2714.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2019,3,5371.0
Países nórdicos,Ibiza_Formentera,2019,3,
ESPAÑA,Ibiza_Formentera,2019,2,21690.0
Francia,Ibiza_Formentera,2019,2,485.0
Italia,Ibiza_Formentera,2019,2,
Reino Unido,Ibiza_Formentera,2019,2,839.0
Alemania,Ibiza_Formentera,2019,2,1641.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2019,2,1743.0
Países nórdicos,Ibiza_Formentera,2019,2,
ESPAÑA,Ibiza_Formentera,2019,1,20797.0
Francia,Ibiza_Formentera,2019,1,1514.0
Italia,Ibiza_Formentera,2019,1,
Reino Unido,Ibiza_Formentera,2019,1,1388.0
Alemania,Ibiza_Formentera,2019,1,582.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2019,1,1539.0
Países nórdicos,Ibiza_Formentera,2019,1,
ESPAÑA,Ibiza_Formentera,2018,12,17778.0
Francia,Ibiza_Formentera,2018,12,1556.0
Italia,Ibiza_Formentera,2018,12,
Reino Unido,Ibiza_Formentera,2018,12,1088.0
Alemania,Ibiza_Formentera,2018,12,979.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2018,12,
Países nórdicos,Ibiza_Formentera,2018,12,
ESPAÑA,Ibiza_Formentera,2018,11,19895.0
Francia,Ibiza_Formentera,2018,11,715.0
Italia,Ibiza_Formentera,2018,11,1333.0
Reino Unido,Ibiza_Formentera,2018,11,2774.0
Alemania,Ibiza_Formentera,2018,11,1929.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2018,11,3375.0
Países nórdicos,Ibiza_Formentera,2018,11,
ESPAÑA,Ibiza_Formentera,2018,10,37972.0
Francia,Ibiza_Formentera,2018,10,14653.0
Italia,Ibiza_Formentera,2018,10,25576.0
Reino Unido,Ibiza_Formentera,2018,10,69424.0
Alemania,Ibiza_Formentera,2018,10,34123.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2018,10,35385.0
Países nórdicos,Ibiza_Formentera,2018,10,
ESPAÑA,Ibiza_Formentera,2018,9,83220.0
Francia,Ibiza_Formentera,2018,9,22450.0
Italia,Ibiza_Formentera,2018,9,63130.0
Reino Unido,Ibiza_Formentera,2018,9,134245.0
Alemania,Ibiza_Formentera,2018,9,48654.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2018,9,55642.0
Países nórdicos,Ibiza_Formentera,2018,9,2919.0
ESPAÑA,Ibiza_Formentera,2018,8,121452.0
Francia,Ibiza_Formentera,2018,8,35977.0
Italia,Ibiza_Formentera,2018,8,98702.0
Reino Unido,Ibiza_Formentera,2018,8,176378.0
Alemania,Ibiza_Formentera,2018,8,38378.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2018,8,53695.0
Países nórdicos,Ibiza_Formentera,2018,8,
ESPAÑA,Ibiza_Formentera,2018,7,103814.0
Francia,Ibiza_Formentera,2018,7,30622.0
Italia,Ibiza_Formentera,2018,7,98706.0
Reino Unido,Ibiza_Formentera,2018,7,157667.0
Alemania,Ibiza_Formentera,2018,7,44782.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2018,7,60130.0
Países nórdicos,Ibiza_Formentera,2018,7,8992.0
ESPAÑA,Ibiza_Formentera,2018,6,77049.0
Francia,Ibiza_Formentera,2018,6,23720.0
Italia,Ibiza_Formentera,2018,6,67638.0
Reino Unido,Ibiza_Formentera,2018,6,145902.0
Alemania,Ibiza_Formentera,2018,6,39650.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2018,6,69924.0
Países nórdicos,Ibiza_Formentera,2018,6,3502.0
ESPAÑA,Ibiza_Formentera,2018,5,67686.0
Francia,Ibiza_Formentera,2018,5,21398.0
Italia,Ibiza_Formentera,2018,5,40137.0
Reino Unido,Ibiza_Formentera,2018,5,110880.0
Alemania,Ibiza_Formentera,2018,5,49010.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2018,5,56575.0
Países nórdicos,Ibiza_Formentera,2018,5,
ESPAÑA,Ibiza_Formentera,2018,4,52549.0
Francia,Ibiza_Formentera,2018,4,10728.0
Italia,Ibiza_Formentera,2018,4,25338.0
Reino Unido,Ibiza_Formentera,2018,4,25673.0
Alemania,Ibiza_Formentera,2018,4,13382.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2018,4,24957.0
Países nórdicos,Ibiza_Formentera,2018,4,2020.0
ESPAÑA,Ibiza_Formentera,2018,3,41856.0
Francia,Ibiza_Formentera,2018,3,3678.0
Italia,Ibiza_Formentera,2018,3,2928.0
Reino Unido,Ibiza_Formentera,2018,3,5183.0
Alemania,Ibiza_Formentera,2018,3,6126.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2018,3,5659.0
Países nórdicos,Ibiza_Formentera,2018,3,
ESPAÑA,Ibiza_Formentera,2018,2,20474.0
Francia,Ibiza_Formentera,2018,2,2498.0
Italia,Ibiza_Formentera,2018,2,
Reino Unido,Ibiza_Formentera,2018,2,1090.0
Alemania,Ibiza_Formentera,2018,2,4159.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2018,2,1646.0
Países nórdicos,Ibiza_Formentera,2018,2,
ESPAÑA,Ibiza_Formentera,2018,1,21393.0
Francia,Ibiza_Formentera,2018,1,2583.0
Italia,Ibiza_Formentera,2018,1,
Reino Unido,Ibiza_Formentera,2018,1,1426.0
Alemania,Ibiza_Formentera,2018,1,1949.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2018,1,1513.0
Países nórdicos,Ibiza_Formentera,2018,1,
ESPAÑA,Ibiza_Formentera,2017,12,16112.0
Francia,Ibiza_Formentera,2017,12,931.0
Italia,Ibiza_Formentera,2017,12,1401.0
Reino Unido,Ibiza_Formentera,2017,12,2337.0
Alemania,Ibiza_Formentera,2017,12,1049.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2017,12,1364.0
Países nórdicos,Ibiza_Formentera,2017,12,
ESPAÑA,Ibiza_Formentera,2017,11,20792.0
Francia,Ibiza_Formentera,2017,11,1424.0
Italia,Ibiza_Formentera,2017,11,3097.0
Reino Unido,Ibiza_Formentera,2017,11,1510.0
Alemania,Ibiza_Formentera,2017,11,2493.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2017,11,2413.0
Países nórdicos,Ibiza_Formentera,2017,11,
ESPAÑA,Ibiza_Formentera,2017,10,43253.0
Francia,Ibiza_Formentera,2017,10,11077.0
Italia,Ibiza_Formentera,2017,10,29156.0
Reino Unido,Ibiza_Formentera,2017,10,67843.0
Alemania,Ibiza_Formentera,2017,10,38498.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2017,10,25755.0
Países nórdicos,Ibiza_Formentera,2017,10,
ESPAÑA,Ibiza_Formentera,2017,9,79564.0
Francia,Ibiza_Formentera,2017,9,18379.0
Italia,Ibiza_Formentera,2017,9,51215.0
Reino Unido,Ibiza_Formentera,2017,9,166570.0
Alemania,Ibiza_Formentera,2017,9,53009.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2017,9,52818.0
Países nórdicos,Ibiza_Formentera,2017,9,7544.0
ESPAÑA,Ibiza_Formentera,2017,8,126287.0
Francia,Ibiza_Formentera,2017,8,30122.0
Italia,Ibiza_Formentera,2017,8,116020.0
Reino Unido,Ibiza_Formentera,2017,8,161986.0
Alemania,Ibiza_Formentera,2017,8,54488.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2017,8,53693.0
Países nórdicos,Ibiza_Formentera,2017,8,5218.0
ESPAÑA,Ibiza_Formentera,2017,7,114594.0
Francia,Ibiza_Formentera,2017,7,29482.0
Italia,Ibiza_Formentera,2017,7,91002.0
Reino Unido,Ibiza_Formentera,2017,7,175718.0
Alemania,Ibiza_Formentera,2017,7,49472.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2017,7,58651.0
Países nórdicos,Ibiza_Formentera,2017,7,5979.0
ESPAÑA,Ibiza_Formentera,2017,6,92423.0
Francia,Ibiza_Formentera,2017,6,18042.0
Italia,Ibiza_Formentera,2017,6,77702.0
Reino Unido,Ibiza_Formentera,2017,6,142249.0
Alemania,Ibiza_Formentera,2017,6,50770.0
"Bélgica, Luxemburgo y Países Bajos",Ibiza_Formentera,2017,6,40799.0
Países nórdicos,Ibiza_Formentera,2017,6,2969.0
ESPAÑA,Ibiza_Formentera,2017,5,66587.0
Francia,Ibiza_Formentera,2017,5,19845.0
Italia,Ibiza_Formentera,2017,5,37189.0
