tipo_alojamiento,Isla,year,month,Num_establecimientos
Alojamiento en propiedad,Mallorca,2010,6,44730.0
Alojamiento de alquiler,Mallorca,2010,6,32896.0
Alojamiento de familiares o amigos,Mallorca,2010,6,70660.0
Otro alojamiento de mercado,Mallorca,2010,6,28695.0
Hoteles y similares,Menorca,2015,9,128793.0
Alojamiento en propiedad,Menorca,2015,9,12151.0
Alojamiento de alquiler,Menorca,2015,9,21490.0
Alojamiento de familiares o amigos,Menorca,2015,9,12232.0
Otro alojamiento de mercado,Menorca,2015,9,3085.0
Hoteles y similares,Menorca,2015,8,192699.0
Alojamiento en propiedad,Menorca,2015,8,20310.0
Alojamiento de alquiler,Menorca,2015,8,65527.0
Alojamiento de familiares o amigos,Menorca,2015,8,23120.0
Otro alojamiento de mercado,Menorca,2015,8,12250.0
Hoteles y similares,Menorca,2015,7,173431.0
Alojamiento en propiedad,Menorca,2015,7,17438.0
Alojamiento de alquiler,Menorca,2015,7,59250.0
Alojamiento de familiares o amigos,Menorca,2015,7,19330.0
Otro alojamiento de mercado,Menorca,2015,7,7590.0
Hoteles y similares,Menorca,2015,6,140010.0
Alojamiento en propiedad,Menorca,2015,6,13797.0
Alojamiento de alquiler,Menorca,2015,6,34006.0
Alojamiento de familiares o amigos,Menorca,2015,6,11978.0
Otro alojamiento de mercado,Menorca,2015,6,5231.0
Hoteles y similares,Menorca,2015,5,87295.0
Alojamiento en propiedad,Menorca,2015,5,17934.0
Alojamiento de alquiler,Menorca,2015,5,11074.0
Alojamiento de familiares o amigos,Menorca,2015,5,5240.0
Otro alojamiento de mercado,Menorca,2015,5,1423.0
Hoteles y similares,Menorca,2015,4,20959.0
Alojamiento en propiedad,Menorca,2015,4,11346.0
Alojamiento de alquiler,Menorca,2015,4,1262.0
Alojamiento de familiares o amigos,Menorca,2015,4,4542.0
Otro alojamiento de mercado,Menorca,2015,4,830.0
Hoteles y similares,Menorca,2015,3,19314.0
Alojamiento en propiedad,Menorca,2015,3,1538.0
Alojamiento de alquiler,Menorca,2015,3,1019.0
Alojamiento de familiares o amigos,Menorca,2015,3,1495.0
Otro alojamiento de mercado,Menorca,2015,3,421.0
Hoteles y similares,Menorca,2015,2,4496.0
Alojamiento en propiedad,Menorca,2015,2,1443.0
Alojamiento de alquiler,Menorca,2015,2,232.0
Alojamiento de familiares o amigos,Menorca,2015,2,3178.0
Otro alojamiento de mercado,Menorca,2015,2,133.0
Hoteles y similares,Menorca,2015,1,1139.0
Alojamiento en propiedad,Menorca,2015,1,2580.0
Alojamiento de alquiler,Menorca,2015,1,1289.0
Alojamiento de familiares o amigos,Menorca,2015,1,4532.0
Otro alojamiento de mercado,Menorca,2015,1,295.0
Hoteles y similares,Menorca,2014,12,1625.0
Alojamiento en propiedad,Menorca,2014,12,2005.0
Alojamiento de alquiler,Menorca,2014,12,466.0
Alojamiento de familiares o amigos,Menorca,2014,12,2295.0
Otro alojamiento de mercado,Menorca,2014,12,244.0
Hoteles y similares,Menorca,2014,11,6247.0
Alojamiento en propiedad,Menorca,2014,11,1590.0
Alojamiento de alquiler,Menorca,2014,11,860.0
Alojamiento de familiares o amigos,Menorca,2014,11,3054.0
Otro alojamiento de mercado,Menorca,2014,11,297.0
Hoteles y similares,Menorca,2014,10,33590.0
Alojamiento en propiedad,Menorca,2014,10,7406.0
Alojamiento de alquiler,Menorca,2014,10,4407.0
Alojamiento de familiares o amigos,Menorca,2014,10,3966.0
Otro alojamiento de mercado,Menorca,2014,10,316.0
Hoteles y similares,Menorca,2014,9,108674.0
Alojamiento en propiedad,Menorca,2014,9,11995.0
Alojamiento de alquiler,Menorca,2014,9,28257.0
Alojamiento de familiares o amigos,Menorca,2014,9,9639.0
Otro alojamiento de mercado,Menorca,2014,9,2026.0
Hoteles y similares,Menorca,2014,8,184170.0
Alojamiento en propiedad,Menorca,2014,8,26801.0
Alojamiento de alquiler,Menorca,2014,8,64213.0
Alojamiento de familiares o amigos,Menorca,2014,8,22707.0
Otro alojamiento de mercado,Menorca,2014,8,5026.0
Hoteles y similares,Menorca,2014,7,179831.0
Alojamiento en propiedad,Menorca,2014,7,11886.0
Alojamiento de alquiler,Menorca,2014,7,46754.0
Alojamiento de familiares o amigos,Menorca,2014,7,16768.0
Otro alojamiento de mercado,Menorca,2014,7,3572.0
Hoteles y similares,Menorca,2014,6,120101.0
Alojamiento en propiedad,Menorca,2014,6,10782.0
Alojamiento de alquiler,Menorca,2014,6,46803.0
Alojamiento de familiares o amigos,Menorca,2014,6,9933.0
Otro alojamiento de mercado,Menorca,2014,6,1949.0
Hoteles y similares,Menorca,2014,5,68024.0
Alojamiento en propiedad,Menorca,2014,5,7763.0
Alojamiento de alquiler,Menorca,2014,5,16854.0
Alojamiento de familiares o amigos,Menorca,2014,5,4468.0
Otro alojamiento de mercado,Menorca,2014,5,8918.0
Hoteles y similares,Menorca,2014,4,12571.0
Alojamiento en propiedad,Menorca,2014,4,7477.0
Alojamiento de alquiler,Menorca,2014,4,3659.0
Alojamiento de familiares o amigos,Menorca,2014,4,4173.0
Otro alojamiento de mercado,Menorca,2014,4,740.0
Hoteles y similares,Menorca,2014,3,10660.0
Alojamiento en propiedad,Menorca,2014,3,1177.0
Alojamiento de alquiler,Menorca,2014,3,352.0
Alojamiento de familiares o amigos,Menorca,2014,3,1208.0
Otro alojamiento de mercado,Menorca,2014,3,
Hoteles y similares,Menorca,2014,2,6157.0
Alojamiento en propiedad,Menorca,2014,2,723.0
Alojamiento de alquiler,Menorca,2014,2,250.0
Alojamiento de familiares o amigos,Menorca,2014,2,
Otro alojamiento de mercado,Menorca,2014,2,
Hoteles y similares,Menorca,2014,1,2096.0
Alojamiento en propiedad,Menorca,2014,1,414.0
Alojamiento de alquiler,Menorca,2014,1,639.0
Alojamiento de familiares o amigos,Menorca,2014,1,931.0
Otro alojamiento de mercado,Menorca,2014,1,
Hoteles y similares,Menorca,2013,12,1059.0
Alojamiento en propiedad,Menorca,2013,12,2039.0
Alojamiento de alquiler,Menorca,2013,12,437.0
Alojamiento de familiares o amigos,Menorca,2013,12,2313.0
Otro alojamiento de mercado,Menorca,2013,12,
Hoteles y similares,Menorca,2013,11,3510.0
Alojamiento en propiedad,Menorca,2013,11,1704.0
Alojamiento de alquiler,Menorca,2013,11,743.0
Alojamiento de familiares o amigos,Menorca,2013,11,903.0
Otro alojamiento de mercado,Menorca,2013,11,110.0
Hoteles y similares,Menorca,2013,10,31687.0
Alojamiento en propiedad,Menorca,2013,10,4990.0
Alojamiento de alquiler,Menorca,2013,10,7489.0
Alojamiento de familiares o amigos,Menorca,2013,10,2569.0
Otro alojamiento de mercado,Menorca,2013,10,719.0
Hoteles y similares,Menorca,2013,9,105894.0
Alojamiento en propiedad,Menorca,2013,9,7232.0
Alojamiento de alquiler,Menorca,2013,9,38328.0
Alojamiento de familiares o amigos,Menorca,2013,9,8810.0
Otro alojamiento de mercado,Menorca,2013,9,1945.0
Hoteles y similares,Menorca,2013,8,160688.0
Alojamiento en propiedad,Menorca,2013,8,24917.0
Alojamiento de alquiler,Menorca,2013,8,67311.0
Alojamiento de familiares o amigos,Menorca,2013,8,18895.0
Otro alojamiento de mercado,Menorca,2013,8,15821.0
Hoteles y similares,Menorca,2013,7,149011.0
Alojamiento en propiedad,Menorca,2013,7,13542.0
Alojamiento de alquiler,Menorca,2013,7,69326.0
Alojamiento de familiares o amigos,Menorca,2013,7,13807.0
Otro alojamiento de mercado,Menorca,2013,7,4690.0
Hoteles y similares,Menorca,2013,6,115978.0
Alojamiento en propiedad,Menorca,2013,6,10387.0
Alojamiento de alquiler,Menorca,2013,6,47418.0
Alojamiento de familiares o amigos,Menorca,2013,6,6526.0
Otro alojamiento de mercado,Menorca,2013,6,1788.0
Hoteles y similares,Menorca,2013,5,81268.0
Alojamiento en propiedad,Menorca,2013,5,5873.0
Alojamiento de alquiler,Menorca,2013,5,26724.0
Alojamiento de familiares o amigos,Menorca,2013,5,4058.0
Otro alojamiento de mercado,Menorca,2013,5,1901.0
Hoteles y similares,Menorca,2013,4,15762.0
Alojamiento en propiedad,Menorca,2013,4,3459.0
Alojamiento de alquiler,Menorca,2013,4,1812.0
Alojamiento de familiares o amigos,Menorca,2013,4,3263.0
Otro alojamiento de mercado,Menorca,2013,4,688.0
Hoteles y similares,Menorca,2013,3,9772.0
Alojamiento en propiedad,Menorca,2013,3,2146.0
Alojamiento de alquiler,Menorca,2013,3,1990.0
Alojamiento de familiares o amigos,Menorca,2013,3,1398.0
Otro alojamiento de mercado,Menorca,2013,3,478.0
Hoteles y similares,Menorca,2013,2,5446.0
Alojamiento en propiedad,Menorca,2013,2,1116.0
Alojamiento de alquiler,Menorca,2013,2,496.0
Alojamiento de familiares o amigos,Menorca,2013,2,1954.0
Otro alojamiento de mercado,Menorca,2013,2,
Hoteles y similares,Menorca,2013,1,2560.0
Alojamiento en propiedad,Menorca,2013,1,2148.0
Alojamiento de alquiler,Menorca,2013,1,1292.0
Alojamiento de familiares o amigos,Menorca,2013,1,3982.0
Otro alojamiento de mercado,Menorca,2013,1,
Hoteles y similares,Menorca,2012,12,1325.0
Alojamiento en propiedad,Menorca,2012,12,1219.0
Alojamiento de alquiler,Menorca,2012,12,755.0
Alojamiento de familiares o amigos,Menorca,2012,12,1916.0
Otro alojamiento de mercado,Menorca,2012,12,
Hoteles y similares,Menorca,2012,11,4495.0
Alojamiento en propiedad,Menorca,2012,11,3065.0
Alojamiento de alquiler,Menorca,2012,11,1364.0
Alojamiento de familiares o amigos,Menorca,2012,11,2555.0
Otro alojamiento de mercado,Menorca,2012,11,306.0
Hoteles y similares,Menorca,2012,10,29238.0
Alojamiento en propiedad,Menorca,2012,10,2930.0
Alojamiento de alquiler,Menorca,2012,10,17128.0
Alojamiento de familiares o amigos,Menorca,2012,10,4105.0
Otro alojamiento de mercado,Menorca,2012,10,799.0
Hoteles y similares,Menorca,2012,9,97796.0
Alojamiento en propiedad,Menorca,2012,9,5786.0
Alojamiento de alquiler,Menorca,2012,9,46843.0
Alojamiento de familiares o amigos,Menorca,2012,9,8421.0
Otro alojamiento de mercado,Menorca,2012,9,2125.0
Hoteles y similares,Menorca,2012,8,148510.0
Alojamiento en propiedad,Menorca,2012,8,14333.0
Alojamiento de alquiler,Menorca,2012,8,97924.0
Alojamiento de familiares o amigos,Menorca,2012,8,18541.0
Otro alojamiento de mercado,Menorca,2012,8,4505.0
Hoteles y similares,Menorca,2012,7,151529.0
Alojamiento en propiedad,Menorca,2012,7,11556.0
Alojamiento de alquiler,Menorca,2012,7,72138.0
Alojamiento de familiares o amigos,Menorca,2012,7,16730.0
Otro alojamiento de mercado,Menorca,2012,7,7367.0
Hoteles y similares,Menorca,2012,6,112660.0
Alojamiento en propiedad,Menorca,2012,6,13077.0
Alojamiento de alquiler,Menorca,2012,6,43507.0
Alojamiento de familiares o amigos,Menorca,2012,6,9511.0
Otro alojamiento de mercado,Menorca,2012,6,1775.0
Hoteles y similares,Menorca,2012,5,48482.0
Alojamiento en propiedad,Menorca,2012,5,9491.0
Alojamiento de alquiler,Menorca,2012,5,30062.0
Alojamiento de familiares o amigos,Menorca,2012,5,8763.0
Otro alojamiento de mercado,Menorca,2012,5,2521.0
Hoteles y similares,Menorca,2012,4,17224.0
Alojamiento en propiedad,Menorca,2012,4,3984.0
Alojamiento de alquiler,Menorca,2012,4,3369.0
Alojamiento de familiares o amigos,Menorca,2012,4,2944.0
Otro alojamiento de mercado,Menorca,2012,4,554.0
Hoteles y similares,Menorca,2012,3,14625.0
Alojamiento en propiedad,Menorca,2012,3,2859.0
Alojamiento de alquiler,Menorca,2012,3,1251.0
Alojamiento de familiares o amigos,Menorca,2012,3,1094.0
Otro alojamiento de mercado,Menorca,2012,3,
Hoteles y similares,Menorca,2012,2,3055.0
Alojamiento en propiedad,Menorca,2012,2,628.0
Alojamiento de alquiler,Menorca,2012,2,673.0
Alojamiento de familiares o amigos,Menorca,2012,2,1437.0
Otro alojamiento de mercado,Menorca,2012,2,
Hoteles y similares,Menorca,2012,1,3154.0
Alojamiento en propiedad,Menorca,2012,1,1262.0
Alojamiento de alquiler,Menorca,2012,1,685.0
Alojamiento de familiares o amigos,Menorca,2012,1,3260.0
Otro alojamiento de mercado,Menorca,2012,1,
Hoteles y similares,Menorca,2011,12,4835.0
Alojamiento en propiedad,Menorca,2011,12,1606.0
Alojamiento de alquiler,Menorca,2011,12,1433.0
Alojamiento de familiares o amigos,Menorca,2011,12,3869.0
Otro alojamiento de mercado,Menorca,2011,12,
Hoteles y similares,Menorca,2011,11,14280.0
Alojamiento en propiedad,Menorca,2011,11,569.0
Alojamiento de alquiler,Menorca,2011,11,927.0
Alojamiento de familiares o amigos,Menorca,2011,11,2157.0
Otro alojamiento de mercado,Menorca,2011,11,220.0
Hoteles y similares,Menorca,2011,10,40271.0
Alojamiento en propiedad,Menorca,2011,10,7170.0
Alojamiento de alquiler,Menorca,2011,10,5275.0
Alojamiento de familiares o amigos,Menorca,2011,10,4973.0
Otro alojamiento de mercado,Menorca,2011,10,726.0
Hoteles y similares,Menorca,2011,9,102489.0
Alojamiento en propiedad,Menorca,2011,9,6105.0
Alojamiento de alquiler,Menorca,2011,9,34275.0
Alojamiento de familiares o amigos,Menorca,2011,9,7753.0
Otro alojamiento de mercado,Menorca,2011,9,7914.0
Hoteles y similares,Menorca,2011,8,156518.0
Alojamiento en propiedad,Menorca,2011,8,13019.0
Alojamiento de alquiler,Menorca,2011,8,62306.0
Alojamiento de familiares o amigos,Menorca,2011,8,23711.0
Otro alojamiento de mercado,Menorca,2011,8,15363.0
Hoteles y similares,Menorca,2011,7,163770.0
Alojamiento en propiedad,Menorca,2011,7,13537.0
Alojamiento de alquiler,Menorca,2011,7,54025.0
Alojamiento de familiares o amigos,Menorca,2011,7,18719.0
Otro alojamiento de mercado,Menorca,2011,7,5569.0
Hoteles y similares,Menorca,2011,6,110912.0
Alojamiento en propiedad,Menorca,2011,6,11633.0
Alojamiento de alquiler,Menorca,2011,6,29138.0
Alojamiento de familiares o amigos,Menorca,2011,6,11337.0
Otro alojamiento de mercado,Menorca,2011,6,3079.0
Hoteles y similares,Menorca,2011,5,66428.0
Alojamiento en propiedad,Menorca,2011,5,12566.0
Alojamiento de alquiler,Menorca,2011,5,16854.0
Alojamiento de familiares o amigos,Menorca,2011,5,10799.0
Otro alojamiento de mercado,Menorca,2011,5,2042.0
Hoteles y similares,Menorca,2011,4,22864.0
Alojamiento en propiedad,Menorca,2011,4,6490.0
Alojamiento de alquiler,Menorca,2011,4,4339.0
Alojamiento de familiares o amigos,Menorca,2011,4,5301.0
Otro alojamiento de mercado,Menorca,2011,4,1429.0
Hoteles y similares,Menorca,2011,3,17238.0
Alojamiento en propiedad,Menorca,2011,3,3124.0
Alojamiento de alquiler,Menorca,2011,3,1052.0
Alojamiento de familiares o amigos,Menorca,2011,3,1756.0
Otro alojamiento de mercado,Menorca,2011,3,184.0
Hoteles y similares,Menorca,2011,2,4243.0
Alojamiento en propiedad,Menorca,2011,2,898.0
Alojamiento de alquiler,Menorca,2011,2,776.0
Alojamiento de familiares o amigos,Menorca,2011,2,2030.0
Otro alojamiento de mercado,Menorca,2011,2,
Hoteles y similares,Menorca,2011,1,4254.0
Alojamiento en propiedad,Menorca,2011,1,1593.0
Alojamiento de alquiler,Menorca,2011,1,752.0
Alojamiento de familiares o amigos,Menorca,2011,1,3874.0
Otro alojamiento de mercado,Menorca,2011,1,183.0
Hoteles y similares,Menorca,2010,12,4887.0
Alojamiento en propiedad,Menorca,2010,12,1786.0
Alojamiento de alquiler,Menorca,2010,12,1401.0
Alojamiento de familiares o amigos,Menorca,2010,12,4447.0
Otro alojamiento de mercado,Menorca,2010,12,318.0
Hoteles y similares,Menorca,2010,11,15344.0
Alojamiento en propiedad,Menorca,2010,11,963.0
Alojamiento de alquiler,Menorca,2010,11,805.0
Alojamiento de familiares o amigos,Menorca,2010,11,2977.0
Otro alojamiento de mercado,Menorca,2010,11,1310.0
Hoteles y similares,Menorca,2010,10,48203.0
Alojamiento en propiedad,Menorca,2010,10,4719.0
Alojamiento de alquiler,Menorca,2010,10,7629.0
Alojamiento de familiares o amigos,Menorca,2010,10,6660.0
Otro alojamiento de mercado,Menorca,2010,10,1880.0
Hoteles y similares,Menorca,2010,9,118146.0
Alojamiento en propiedad,Menorca,2010,9,9555.0
Alojamiento de alquiler,Menorca,2010,9,23298.0
Alojamiento de familiares o amigos,Menorca,2010,9,6895.0
Otro alojamiento de mercado,Menorca,2010,9,3624.0
Hoteles y similares,Menorca,2010,8,182815.0
Alojamiento en propiedad,Menorca,2010,8,16344.0
Alojamiento de alquiler,Menorca,2010,8,46456.0
Alojamiento de familiares o amigos,Menorca,2010,8,20383.0
Otro alojamiento de mercado,Menorca,2010,8,10210.0
Hoteles y similares,Menorca,2010,7,170586.0
Alojamiento en propiedad,Menorca,2010,7,12105.0
Alojamiento de alquiler,Menorca,2010,7,38378.0
Alojamiento de familiares o amigos,Menorca,2010,7,15684.0
Otro alojamiento de mercado,Menorca,2010,7,8329.0
Hoteles y similares,Menorca,2010,6,117832.0
Alojamiento en propiedad,Menorca,2010,6,7101.0
Alojamiento de alquiler,Menorca,2010,6,19592.0
Alojamiento de familiares o amigos,Menorca,2010,6,8981.0
Otro alojamiento de mercado,Menorca,2010,6,5096.0
Hoteles y similares,Ibiza_Formentera,2015,9,265787.0
Alojamiento en propiedad,Ibiza_Formentera,2015,9,19063.0
Alojamiento de alquiler,Ibiza_Formentera,2015,9,55873.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2015,9,38695.0
Otro alojamiento de mercado,Ibiza_Formentera,2015,9,61047.0
Hoteles y similares,Ibiza_Formentera,2015,8,391618.0
Alojamiento en propiedad,Ibiza_Formentera,2015,8,26316.0
Alojamiento de alquiler,Ibiza_Formentera,2015,8,7541.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2015,8,53896.0
Otro alojamiento de mercado,Ibiza_Formentera,2015,8,53295.0
Hoteles y similares,Ibiza_Formentera,2015,7,351277.0
Alojamiento en propiedad,Ibiza_Formentera,2015,7,30427.0
Alojamiento de alquiler,Ibiza_Formentera,2015,7,87626.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2015,7,42997.0
Otro alojamiento de mercado,Ibiza_Formentera,2015,7,46501.0
Hoteles y similares,Ibiza_Formentera,2015,6,244973.0
Alojamiento en propiedad,Ibiza_Formentera,2015,6,25773.0
Alojamiento de alquiler,Ibiza_Formentera,2015,6,76428.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2015,6,39434.0
Otro alojamiento de mercado,Ibiza_Formentera,2015,6,34206.0
Hoteles y similares,Ibiza_Formentera,2015,5,170594.0
Alojamiento en propiedad,Ibiza_Formentera,2015,5,1818.0
Alojamiento de alquiler,Ibiza_Formentera,2015,5,50272.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2015,5,34093.0
Otro alojamiento de mercado,Ibiza_Formentera,2015,5,29756.0
Hoteles y similares,Ibiza_Formentera,2015,4,58979.0
Alojamiento en propiedad,Ibiza_Formentera,2015,4,1423.0
Alojamiento de alquiler,Ibiza_Formentera,2015,4,1954.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2015,4,21562.0
Otro alojamiento de mercado,Ibiza_Formentera,2015,4,9064.0
Hoteles y similares,Ibiza_Formentera,2015,3,31757.0
Alojamiento en propiedad,Ibiza_Formentera,2015,3,4218.0
Alojamiento de alquiler,Ibiza_Formentera,2015,3,3405.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2015,3,8536.0
Otro alojamiento de mercado,Ibiza_Formentera,2015,3,2986.0
Hoteles y similares,Ibiza_Formentera,2015,2,17066.0
Alojamiento en propiedad,Ibiza_Formentera,2015,2,3853.0
Alojamiento de alquiler,Ibiza_Formentera,2015,2,1813.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2015,2,5787.0
Otro alojamiento de mercado,Ibiza_Formentera,2015,2,1517.0
Hoteles y similares,Ibiza_Formentera,2015,1,10916.0
Alojamiento en propiedad,Ibiza_Formentera,2015,1,3758.0
Alojamiento de alquiler,Ibiza_Formentera,2015,1,277.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2015,1,9267.0
Otro alojamiento de mercado,Ibiza_Formentera,2015,1,173.0
Hoteles y similares,Ibiza_Formentera,2014,12,6962.0
Alojamiento en propiedad,Ibiza_Formentera,2014,12,4713.0
Alojamiento de alquiler,Ibiza_Formentera,2014,12,1915.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2014,12,15338.0
Otro alojamiento de mercado,Ibiza_Formentera,2014,12,2085.0
Hoteles y similares,Ibiza_Formentera,2014,11,10275.0
Alojamiento en propiedad,Ibiza_Formentera,2014,11,4006.0
Alojamiento de alquiler,Ibiza_Formentera,2014,11,2854.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2014,11,9381.0
Otro alojamiento de mercado,Ibiza_Formentera,2014,11,1131.0
Hoteles y similares,Ibiza_Formentera,2014,10,78475.0
Alojamiento en propiedad,Ibiza_Formentera,2014,10,12723.0
Alojamiento de alquiler,Ibiza_Formentera,2014,10,36703.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2014,10,18961.0
Otro alojamiento de mercado,Ibiza_Formentera,2014,10,19418.0
Hoteles y similares,Ibiza_Formentera,2014,9,215462.0
Alojamiento en propiedad,Ibiza_Formentera,2014,9,17908.0
Alojamiento de alquiler,Ibiza_Formentera,2014,9,110466.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2014,9,36481.0
Otro alojamiento de mercado,Ibiza_Formentera,2014,9,52115.0
Hoteles y similares,Ibiza_Formentera,2014,8,319471.0
Alojamiento en propiedad,Ibiza_Formentera,2014,8,27926.0
Alojamiento de alquiler,Ibiza_Formentera,2014,8,133696.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2014,8,44675.0
Otro alojamiento de mercado,Ibiza_Formentera,2014,8,83383.0
Hoteles y similares,Ibiza_Formentera,2014,7,323409.0
Alojamiento en propiedad,Ibiza_Formentera,2014,7,21552.0
Alojamiento de alquiler,Ibiza_Formentera,2014,7,90856.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2014,7,43959.0
Otro alojamiento de mercado,Ibiza_Formentera,2014,7,73141.0
Hoteles y similares,Ibiza_Formentera,2014,6,270876.0
Alojamiento en propiedad,Ibiza_Formentera,2014,6,22341.0
Alojamiento de alquiler,Ibiza_Formentera,2014,6,6499.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2014,6,32978.0
Otro alojamiento de mercado,Ibiza_Formentera,2014,6,30061.0
Hoteles y similares,Ibiza_Formentera,2014,5,199093.0
Alojamiento en propiedad,Ibiza_Formentera,2014,5,7599.0
Alojamiento de alquiler,Ibiza_Formentera,2014,5,35492.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2014,5,2543.0
Otro alojamiento de mercado,Ibiza_Formentera,2014,5,23288.0
Hoteles y similares,Ibiza_Formentera,2014,4,55695.0
Alojamiento en propiedad,Ibiza_Formentera,2014,4,15156.0
Alojamiento de alquiler,Ibiza_Formentera,2014,4,22699.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2014,4,14754.0
Otro alojamiento de mercado,Ibiza_Formentera,2014,4,10042.0
Hoteles y similares,Ibiza_Formentera,2014,3,23661.0
Alojamiento en propiedad,Ibiza_Formentera,2014,3,2981.0
Alojamiento de alquiler,Ibiza_Formentera,2014,3,2148.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2014,3,7536.0
Otro alojamiento de mercado,Ibiza_Formentera,2014,3,1955.0
Hoteles y similares,Ibiza_Formentera,2014,2,13774.0
Alojamiento en propiedad,Ibiza_Formentera,2014,2,261.0
Alojamiento de alquiler,Ibiza_Formentera,2014,2,1197.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2014,2,5178.0
Otro alojamiento de mercado,Ibiza_Formentera,2014,2,1987.0
Hoteles y similares,Ibiza_Formentera,2014,1,797.0
Alojamiento en propiedad,Ibiza_Formentera,2014,1,2493.0
Alojamiento de alquiler,Ibiza_Formentera,2014,1,2164.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2014,1,60.0
Otro alojamiento de mercado,Ibiza_Formentera,2014,1,1968.0
Hoteles y similares,Ibiza_Formentera,2013,12,6642.0
Alojamiento en propiedad,Ibiza_Formentera,2013,12,1552.0
Alojamiento de alquiler,Ibiza_Formentera,2013,12,177.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2013,12,6037.0
Otro alojamiento de mercado,Ibiza_Formentera,2013,12,3440.0
Hoteles y similares,Ibiza_Formentera,2013,11,12862.0
Alojamiento en propiedad,Ibiza_Formentera,2013,11,444.0
Alojamiento de alquiler,Ibiza_Formentera,2013,11,5032.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2013,11,4579.0
Otro alojamiento de mercado,Ibiza_Formentera,2013,11,1262.0
Hoteles y similares,Ibiza_Formentera,2013,10,83819.0
Alojamiento en propiedad,Ibiza_Formentera,2013,10,5676.0
Alojamiento de alquiler,Ibiza_Formentera,2013,10,27973.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2013,10,11434.0
Otro alojamiento de mercado,Ibiza_Formentera,2013,10,15037.0
Hoteles y similares,Ibiza_Formentera,2013,9,232367.0
Alojamiento en propiedad,Ibiza_Formentera,2013,9,10066.0
Alojamiento de alquiler,Ibiza_Formentera,2013,9,83905.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2013,9,19286.0
Otro alojamiento de mercado,Ibiza_Formentera,2013,9,37208.0
Hoteles y similares,Ibiza_Formentera,2013,8,298132.0
Alojamiento en propiedad,Ibiza_Formentera,2013,8,2939.0
Alojamiento de alquiler,Ibiza_Formentera,2013,8,127687.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2013,8,34082.0
Otro alojamiento de mercado,Ibiza_Formentera,2013,8,67457.0
Hoteles y similares,Ibiza_Formentera,2013,7,309857.0
Alojamiento en propiedad,Ibiza_Formentera,2013,7,20508.0
Alojamiento de alquiler,Ibiza_Formentera,2013,7,91043.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2013,7,27857.0
Otro alojamiento de mercado,Ibiza_Formentera,2013,7,44771.0
Hoteles y similares,Ibiza_Formentera,2013,6,244917.0
Alojamiento en propiedad,Ibiza_Formentera,2013,6,17089.0
Alojamiento de alquiler,Ibiza_Formentera,2013,6,7972.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2013,6,24017.0
Otro alojamiento de mercado,Ibiza_Formentera,2013,6,29345.0
Hoteles y similares,Ibiza_Formentera,2013,5,160015.0
Alojamiento en propiedad,Ibiza_Formentera,2013,5,16409.0
Alojamiento de alquiler,Ibiza_Formentera,2013,5,52665.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2013,5,20522.0
Otro alojamiento de mercado,Ibiza_Formentera,2013,5,4237.0
Hoteles y similares,Ibiza_Formentera,2013,4,51407.0
Alojamiento en propiedad,Ibiza_Formentera,2013,4,14504.0
Alojamiento de alquiler,Ibiza_Formentera,2013,4,10585.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2013,4,17823.0
Otro alojamiento de mercado,Ibiza_Formentera,2013,4,2536.0
Hoteles y similares,Ibiza_Formentera,2013,3,26603.0
Alojamiento en propiedad,Ibiza_Formentera,2013,3,6493.0
Alojamiento de alquiler,Ibiza_Formentera,2013,3,3495.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2013,3,6928.0
Otro alojamiento de mercado,Ibiza_Formentera,2013,3,8200.0
Hoteles y similares,Ibiza_Formentera,2013,2,11207.0
Alojamiento en propiedad,Ibiza_Formentera,2013,2,2917.0
Alojamiento de alquiler,Ibiza_Formentera,2013,2,1526.0
